country,location_name,latitude,longitude,temperature_celsius,humidity,air_quality_Ozone,date,day,month,year,week,time,season,condition
Hungary,Budapest,47.5,19.08,33.1,26,101.6,2024-07-06,6,7,2024,8,15:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,31.3,36,94.4,2024-07-07,7,7,2024,8,15:00:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,32.2,41,123.0,2024-07-08,8,7,2024,9,15:00:00,Summer,Rainy
Hungary,Budapest,47.5,19.08,35.4,35,108.7,2024-07-09,9,7,2024,9,14:45:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,36.2,37,93.0,2024-07-10,10,7,2024,9,15:00:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,37.1,33,108.7,2024-07-11,11,7,2024,9,14:45:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,36.3,37,104.4,2024-07-12,12,7,2024,9,15:00:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,34.2,36,89.4,2024-07-13,13,7,2024,9,15:00:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,34.0,44,91.6,2024-07-14,14,7,2024,9,15:15:00,Summer,Rainy
Hungary,Budapest,47.5,19.08,34.3,39,110.2,2024-07-15,15,7,2024,10,15:00:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,32.6,45,128.8,2024-07-16,16,7,2024,10,14:45:00,Summer,Thunderstorms
Hungary,Budapest,47.5,19.08,35.3,39,101.6,2024-07-17,17,7,2024,10,14:45:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,32.4,43,108.7,2024-07-18,18,7,2024,10,14:45:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,32.0,41,113.0,2024-07-19,19,7,2024,10,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,26.2,51,105.9,2024-07-20,20,7,2024,10,14:45:00,Summer,Rainy
Hungary,Budapest,47.5,19.08,33.2,30,90.8,2024-07-23,23,7,2024,11,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,30.2,26,80.1,2024-07-24,24,7,2024,11,14:45:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,28.1,28,83.7,2024-07-25,25,7,2024,11,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,20.4,48,60.1,2024-07-26,26,7,2024,11,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,34.8,18,144.5,2024-07-27,27,7,2024,11,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,33.8,31,120.2,2024-07-28,28,7,2024,11,14:45:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,29.3,21,98.7,2024-07-29,29,7,2024,12,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,30.1,17,100.1,2024-07-30,30,7,2024,12,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,33.5,13,125.9,2024-07-31,31,7,2024,12,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,33.8,15,118.7,2024-08-01,1,8,2024,12,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,26.1,53,83.7,2024-08-02,2,8,2024,12,14:30:00,Summer,Rainy
Hungary,Budapest,47.5,19.08,27.5,30,94.4,2024-08-03,3,8,2024,12,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,29.1,29,105.9,2024-08-04,4,8,2024,12,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,27.0,40,87.3,2024-08-05,5,8,2024,13,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,29.4,27,93.0,2024-08-06,6,8,2024,13,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,32.2,23,117.3,2024-08-07,7,8,2024,13,14:00:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,26.3,46,91.6,2024-08-08,8,8,2024,13,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,30.3,27,107.3,2024-08-09,9,8,2024,13,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,33.5,27,98.7,2024-08-10,10,8,2024,13,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,34.8,24,107.3,2024-08-11,11,8,2024,13,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,35.3,26,128.8,2024-08-12,12,8,2024,14,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,36.7,23,107.3,2024-08-13,13,8,2024,14,14:45:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,35.3,28,107.3,2024-08-14,14,8,2024,14,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,33.1,39,114.4,2024-08-15,15,8,2024,14,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,34.0,28,113.0,2024-08-16,16,8,2024,14,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,24.0,78,100.1,2024-08-17,17,8,2024,14,14:15:00,Summer,Rainy
Hungary,Budapest,47.5,19.08,30.2,52,94.4,2024-08-18,18,8,2024,14,14:00:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,30.2,55,82.3,2024-08-19,19,8,2024,15,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,31.2,49,97.3,2024-08-20,20,8,2024,15,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,29.1,52,91.6,2024-08-21,21,8,2024,15,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,25.1,36,123.0,2024-08-22,22,8,2024,15,14:00:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,32.0,25,150.2,2024-08-23,23,8,2024,15,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,33.2,30,140.2,2024-08-24,24,8,2024,15,14:00:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,34.2,28,140.2,2024-08-25,25,8,2024,15,14:00:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,33.3,39,103.0,2024-08-26,26,8,2024,16,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,33.0,36,89.4,2024-08-27,27,8,2024,16,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,35.2,21,100.1,2024-08-28,28,8,2024,16,14:30:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,32.2,32,100.1,2024-08-29,29,8,2024,16,14:00:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,32.4,34,97.3,2024-08-30,30,8,2024,16,14:15:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,32.2,32,95.8,2024-08-31,31,8,2024,16,14:00:00,Summer,Clear/Sunny
Hungary,Budapest,47.5,19.08,33.2,28,105.9,2024-09-01,1,9,2024,16,14:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,33.0,30,104.4,2024-09-02,2,9,2024,17,14:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,33.2,26,115.9,2024-09-03,3,9,2024,17,14:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,33.1,26,115.9,2024-09-04,4,9,2024,17,14:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,29.4,27,90.0,2024-09-05,5,9,2024,17,14:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,28.0,37,82.0,2024-09-06,6,9,2024,17,14:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,29.4,43,101.0,2024-09-07,7,9,2024,17,14:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,30.2,31,84.0,2024-09-08,8,9,2024,17,14:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,18.3,77,68.0,2024-09-09,9,9,2024,18,14:30:00,Autumn,Rainy
Hungary,Budapest,47.5,19.08,22.2,57,87.0,2024-09-10,10,9,2024,18,14:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,22.2,50,95.0,2024-09-11,11,9,2024,18,14:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,20.2,64,94.0,2024-09-12,12,9,2024,18,14:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,17.2,94,61.0,2024-09-13,13,9,2024,18,14:30:00,Autumn,Rainy
Hungary,Budapest,47.5,19.08,12.3,88,58.0,2024-09-14,14,9,2024,18,14:30:00,Autumn,Rainy
Hungary,Budapest,47.5,19.08,11.1,87,54.0,2024-09-15,15,9,2024,18,14:00:00,Autumn,Rainy
Hungary,Budapest,47.5,19.08,14.2,100,42.0,2024-09-16,16,9,2024,19,13:00:00,Autumn,Rainy
Hungary,Budapest,47.5,19.08,17.1,63,65.0,2024-09-17,17,9,2024,19,13:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,23.4,47,62.0,2024-09-18,18,9,2024,19,12:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,22.3,46,67.0,2024-09-19,19,9,2024,19,12:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,21.0,46,61.0,2024-09-20,20,9,2024,19,12:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,21.2,43,66.0,2024-09-21,21,9,2024,19,12:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,22.2,35,74.0,2024-09-22,22,9,2024,19,12:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,22.2,43,68.0,2024-09-23,23,9,2024,20,11:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,20.2,56,52.0,2024-09-24,24,9,2024,20,11:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,18.2,77,39.0,2024-09-25,25,9,2024,20,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,21.2,60,65.0,2024-09-26,26,9,2024,20,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,20.1,73,73.0,2024-09-27,27,9,2024,20,12:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,14.0,100,50.0,2024-09-28,28,9,2024,20,12:00:00,Autumn,Rainy
Hungary,Budapest,47.5,19.08,14.1,63,63.0,2024-09-29,29,9,2024,20,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,14.0,44,55.0,2024-09-30,30,9,2024,21,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,13.4,51,47.0,2024-10-01,1,10,2024,21,11:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.08,11.0,76,52.0,2024-10-02,2,10,2024,21,11:30:00,Autumn,Rainy
Hungary,Budapest,47.5,19.0833,11.3,100,42.0,2024-10-03,3,10,2024,21,11:30:00,Autumn,Rainy
Hungary,Budapest,47.5,19.0833,13.1,94,49.0,2024-10-04,4,10,2024,21,11:45:00,Autumn,Rainy
Hungary,Budapest,47.5,19.0833,13.0,88,26.0,2024-10-05,5,10,2024,21,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,13.1,82,21.0,2024-10-06,6,10,2024,21,11:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,15.1,77,38.0,2024-10-07,7,10,2024,22,11:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,21.3,60,51.0,2024-10-08,8,10,2024,22,11:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,18.1,88,35.0,2024-10-09,9,10,2024,22,11:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,21.3,60,56.0,2024-10-10,10,10,2024,22,11:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,17.4,68,42.0,2024-10-11,11,10,2024,22,11:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,14.2,67,47.0,2024-10-12,12,10,2024,22,11:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,13.2,77,44.0,2024-10-13,13,10,2024,22,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,13.1,54,51.0,2024-10-14,14,10,2024,23,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,14.3,72,45.0,2024-10-15,15,10,2024,23,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,12.4,62,49.0,2024-10-16,16,10,2024,23,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,12.1,71,41.0,2024-10-17,17,10,2024,23,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,13.9,43,42.0,2024-10-18,18,10,2024,23,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,12.1,58,36.0,2024-10-19,19,10,2024,23,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,12.3,54,39.0,2024-10-20,20,10,2024,23,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,14.2,38,27.0,2024-10-21,21,10,2024,24,11:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,14.7,41,40.0,2024-10-22,22,10,2024,24,11:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,16.1,55,38.0,2024-10-23,23,10,2024,24,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,15.4,51,44.0,2024-10-24,24,10,2024,24,11:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,14.2,67,31.0,2024-10-25,25,10,2024,24,11:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,16.4,46,42.0,2024-10-26,26,10,2024,24,11:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,14.2,67,34.0,2024-10-27,27,10,2024,24,10:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,15.1,77,27.0,2024-10-28,28,10,2024,25,10:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,16.0,61,27.0,2024-10-29,29,10,2024,25,10:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,15.7,66,39.0,2024-10-30,30,10,2024,25,10:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,14.2,82,14.0,2024-10-31,31,10,2024,25,10:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,14.9,63,40.0,2024-11-01,1,11,2024,25,10:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,12.0,77,41.0,2024-11-02,2,11,2024,25,10:15:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,8.1,46,49.0,2024-11-03,3,11,2024,25,10:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,7.1,66,39.0,2024-11-04,4,11,2024,26,10:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,8.1,61,28.0,2024-11-05,5,11,2024,26,10:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,8.6,46,22.0,2024-11-06,6,11,2024,26,10:00:00,Autumn,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,9.5,41,10.0,2024-11-07,7,11,2024,26,10:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,9.4,36,11.0,2024-11-08,8,11,2024,26,10:00:00,Autumn,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,8.4,66,18.0,2024-11-09,9,11,2024,26,10:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,7.4,54,14.0,2024-11-10,10,11,2024,26,09:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,6.8,42,15.0,2024-11-11,11,11,2024,27,10:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,6.0,43,30.0,2024-11-12,12,11,2024,27,10:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,2.2,87,18.0,2024-11-13,13,11,2024,27,10:00:00,Autumn,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,3.1,65,13.0,2024-11-14,14,11,2024,27,10:15:00,Autumn,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,4.1,93,34.0,2024-11-15,15,11,2024,27,10:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,4.2,76,9.0,2024-11-16,16,11,2024,27,09:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,0.2,100,9.0,2024-11-17,17,11,2024,27,09:45:00,Autumn,Fog/Mist
Hungary,Budapest,47.5,19.0833,7.5,59,26.0,2024-11-18,18,11,2024,28,10:00:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,3.0,100,8.0,2024-11-19,19,11,2024,28,09:45:00,Autumn,Fog/Mist
Hungary,Budapest,47.5,19.0833,9.3,93,62.0,2024-11-20,20,11,2024,28,09:45:00,Autumn,Rainy
Hungary,Budapest,47.5,19.0833,4.4,56,42.0,2024-11-21,21,11,2024,28,09:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,1.0,93,52.0,2024-11-22,22,11,2024,28,09:45:00,Autumn,Rainy
Hungary,Budapest,47.5,19.0833,2.3,87,51.0,2024-11-23,23,11,2024,28,10:00:00,Autumn,Sleet
Hungary,Budapest,47.5,19.0833,2.4,64,31.0,2024-11-24,24,11,2024,28,09:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,3.2,87,9.0,2024-11-25,25,11,2024,29,09:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,3.2,87,15.0,2024-11-26,26,11,2024,29,09:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,3.3,100,10.0,2024-11-27,27,11,2024,29,09:45:00,Autumn,Fog/Mist
Hungary,Budapest,47.5,19.0833,5.1,100,16.0,2024-11-28,28,11,2024,29,12:00:00,Autumn,Fog/Mist
Hungary,Budapest,47.5,19.0833,8.4,71,35.0,2024-11-29,29,11,2024,29,11:45:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,8.4,66,50.0,2024-11-30,30,11,2024,29,11:30:00,Autumn,Clear/Sunny
Hungary,Budapest,47.5,19.0833,9.0,62,27.0,2024-12-01,1,12,2024,29,11:45:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,5.8,78,4.0,2024-12-02,2,12,2024,30,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,4.1,93,15.0,2024-12-03,3,12,2024,30,11:45:00,Winter,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,5.1,93,5.0,2024-12-04,4,12,2024,30,11:30:00,Winter,Fog/Mist
Hungary,Budapest,47.5,19.0833,4.2,100,49.0,2024-12-05,5,12,2024,30,11:30:00,Winter,Rainy
Hungary,Budapest,47.5,19.0833,1.1,100,28.0,2024-12-06,6,12,2024,30,11:45:00,Winter,Fog/Mist
Hungary,Budapest,47.5,19.0833,3.1,100,64.0,2024-12-07,7,12,2024,30,11:30:00,Winter,Fog/Mist
Hungary,Budapest,47.5,19.0833,4.3,93,33.0,2024-12-08,8,12,2024,30,11:30:00,Winter,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,5.4,87,30.0,2024-12-09,9,12,2024,31,12:30:00,Winter,Rainy
Hungary,Budapest,47.5,19.0833,6.4,81,14.0,2024-12-10,10,12,2024,31,12:00:00,Winter,Rainy
Hungary,Budapest,47.5,19.0833,1.3,93,23.0,2024-12-11,11,12,2024,31,12:00:00,Winter,Rainy
Hungary,Budapest,47.5,19.0833,4.1,75,37.0,2024-12-12,12,12,2024,31,11:45:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,2.3,80,22.0,2024-12-13,13,12,2024,31,11:30:00,Winter,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,1.4,86,36.0,2024-12-14,14,12,2024,31,12:00:00,Winter,Snowy
Hungary,Budapest,47.5,19.0833,5.3,70,47.0,2024-12-15,15,12,2024,31,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,8.1,71,55.0,2024-12-16,16,12,2024,32,11:45:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,12.1,58,63.0,2024-12-17,17,12,2024,32,11:45:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,5.4,87,14.0,2024-12-18,18,12,2024,32,11:00:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,6.8,77,17.0,2024-12-19,19,12,2024,32,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,7.2,65,36.0,2024-12-20,20,12,2024,32,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,3.7,69,40.0,2024-12-21,21,12,2024,32,11:15:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,2.4,66,46.0,2024-12-22,22,12,2024,32,10:45:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,1.9,81,44.0,2024-12-23,23,12,2024,33,11:45:00,Winter,Rainy
Hungary,Budapest,47.5,19.0833,3.6,67,44.0,2024-12-24,24,12,2024,33,11:45:00,Winter,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,5.3,57,41.0,2024-12-25,25,12,2024,33,11:15:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,4.0,41,53.0,2024-12-26,26,12,2024,33,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,6.3,49,33.0,2024-12-27,27,12,2024,33,11:45:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,5.1,56,22.0,2024-12-28,28,12,2024,33,11:15:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,4.8,46,14.0,2024-12-29,29,12,2024,33,11:15:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,4.7,55,21.0,2024-12-30,30,12,2024,34,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,3.8,66,8.0,2024-12-31,31,12,2024,34,11:15:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,3.3,71,11.0,2025-01-01,1,1,2025,34,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,7.2,74,48.0,2025-01-02,2,1,2025,34,12:00:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,2.3,80,48.0,2025-01-03,3,1,2025,34,11:45:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,3.1,48,52.0,2025-01-04,4,1,2025,34,10:45:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,-1.8,93,51.0,2025-01-05,5,1,2025,34,11:00:00,Winter,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,6.4,81,52.0,2025-01-06,6,1,2025,35,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,11.3,66,45.0,2025-01-07,7,1,2025,35,11:45:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,7.1,81,25.0,2025-01-08,8,1,2025,35,11:00:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,12.2,62,51.0,2025-01-09,9,1,2025,35,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,5.1,56,55.0,2025-01-10,10,1,2025,35,12:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,2.3,69,58.0,2025-01-11,11,1,2025,35,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,4.2,60,53.0,2025-01-12,12,1,2025,35,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,1.3,75,56.0,2025-01-13,13,1,2025,36,11:45:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,2.1,60,32.0,2025-01-14,14,1,2025,36,11:15:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,-0.6,93,30.0,2025-01-15,15,1,2025,36,11:30:00,Winter,Snowy
Hungary,Budapest,47.5,19.0833,0.2,93,13.0,2025-01-16,16,1,2025,36,11:15:00,Winter,Snowy
Hungary,Budapest,47.5,19.0833,0.0,93,14.0,2025-01-17,17,1,2025,36,11:30:00,Winter,Fog/Mist
Hungary,Budapest,47.5,19.0833,0.4,86,32.0,2025-01-18,18,1,2025,36,11:15:00,Winter,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,-2.6,100,13.0,2025-01-19,19,1,2025,36,11:00:00,Winter,Sleet
Hungary,Budapest,47.5,19.0833,-1.7,93,22.0,2025-01-20,20,1,2025,37,11:30:00,Winter,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,-1.7,93,24.0,2025-01-21,21,1,2025,37,11:30:00,Winter,Fog/Mist
Hungary,Budapest,47.5,19.0833,-0.7,86,13.0,2025-01-22,22,1,2025,37,11:15:00,Winter,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,1.2,93,24.0,2025-01-23,23,1,2025,37,11:30:00,Winter,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,6.3,70,21.0,2025-01-24,24,1,2025,37,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,4.1,100,17.0,2025-01-25,25,1,2025,37,11:15:00,Winter,Fog/Mist
Hungary,Budapest,47.5,19.0833,8.2,81,31.0,2025-01-26,26,1,2025,37,11:15:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,12.4,54,45.0,2025-01-27,27,1,2025,38,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,10.2,87,55.0,2025-01-28,28,1,2025,38,12:00:00,Winter,Rainy
Hungary,Budapest,47.5,19.0833,9.1,76,35.0,2025-01-29,29,1,2025,38,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,11.1,62,32.0,2025-01-30,30,1,2025,38,11:15:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,6.2,93,29.0,2025-01-31,31,1,2025,38,11:30:00,Winter,Fog/Mist
Hungary,Budapest,47.5,19.0833,6.2,61,38.0,2025-02-01,1,2,2025,38,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,2.3,93,46.0,2025-02-02,2,2,2025,38,11:15:00,Winter,Cloudy/Overcast
Hungary,Budapest,47.5,19.0833,2.1,87,46.0,2025-02-03,3,2,2025,39,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,0.2,86,19.0,2025-02-04,4,2,2025,39,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,4.4,65,49.0,2025-02-05,5,2,2025,39,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,5.4,56,44.0,2025-02-06,6,2,2025,39,11:15:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,2.0,75,6.0,2025-02-07,7,2,2025,39,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,3.3,52,44.0,2025-02-08,8,2,2025,39,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,2.2,51,42.0,2025-02-09,9,2,2025,39,11:30:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,4.2,41,31.0,2025-02-10,10,2,2025,40,11:15:00,Winter,Clear/Sunny
Hungary,Budapest,47.5,19.0833,2.2,55,35.0,2025-02-11,11,2,2025,40,11:15:00,Winter,Clear/Sunny
